ADM_CD,ADM_NM,lat,lng,행정동코드,시도,시군구,행정동명,행정동명_전체,총인구수,0_4세,5_9세,10_12세,13_15세,16_18세,19_24세,25_34세,35_49세,50_64세,65세이상
23070530,계산1동,37.5404857361856,126.7175577277952,2824561100,인천광역시,계양구,계산1동,인천광역시 계양구 계산1동,17252.0,162.0,218.0,211.0,241.0,321.0,867.0,2517.0,3061.0,5329.0,4325.0
23070540,계산2동,37.54809344761776,126.71931822742395,2824561200,인천광역시,계양구,계산2동,인천광역시 계양구 계산2동,13780.0,163.0,202.0,144.0,194.0,230.0,727.0,1945.0,2300.0,4188.0,3687.0
23070550,계산3동,37.539339711989896,126.73148164999948,2824561300,인천광역시,계양구,계산3동,인천광역시 계양구 계산3동,16960.0,197.0,263.0,235.0,309.0,352.0,851.0,2936.0,3132.0,5195.0,3490.0
23070560,작전1동,37.53006867572431,126.72919750427512,2824562100,인천광역시,계양구,작전1동,인천광역시 계양구 작전1동,25494.0,429.0,641.0,519.0,645.0,718.0,1548.0,3580.0,4836.0,7527.0,5051.0
23070570,작전2동,37.53010811820703,126.72186024974228,2824562200,인천광역시,계양구,작전2동,인천광역시 계양구 작전2동,23435.0,666.0,710.0,382.0,423.0,473.0,1123.0,3443.0,4922.0,6356.0,4937.0
23070580,작전서운동,37.53104616824131,126.7470994803116,2824564000,인천광역시,계양구,작전서운동,인천광역시 계양구 작전서운동,31812.0,753.0,920.0,741.0,857.0,939.0,1982.0,4448.0,6515.0,9515.0,5142.0
23070610,계양2동,37.5489943331166,126.74002336853562,2824572000,인천광역시,계양구,계양2동,인천광역시 계양구 계양2동,30345.0,458.0,521.0,455.0,561.0,642.0,1499.0,4561.0,5465.0,9359.0,6824.0
23070620,계산4동,37.53891445093314,126.73962080240511,2824561400,인천광역시,계양구,계산4동,인천광역시 계양구 계산4동,22090.0,335.0,559.0,587.0,684.0,765.0,1427.0,3166.0,4231.0,6914.0,3422.0
23070630,계양1동,37.56637857509829,126.72136905470462,2824571000,인천광역시,계양구,계양1동,인천광역시 계양구 계양1동,18527.0,336.0,400.0,367.0,417.0,446.0,959.0,2453.0,3391.0,5513.0,4245.0
23070640,계양3동,37.56760411649488,126.75834458000683,2824573000,인천광역시,계양구,계양3동,인천광역시 계양구 계양3동,22940.0,466.0,807.0,709.0,876.0,802.0,1330.0,2534.0,5224.0,6173.0,4019.0
23080510,검암경서동,37.56506092527332,126.66994228451196,2826051500,인천광역시,서구,검암경서동,인천광역시 서구 검암경서동,43147.0,1102.0,1413.0,1227.0,1318.0,1257.0,2553.0,6917.0,10832.0,10755.0,5773.0
23080531,연희동,37.548488621809696,126.68264572425394,2826053000,인천광역시,서구,연희동,인천광역시 서구 연희동,36166.0,464.0,656.0,651.0,745.0,830.0,2065.0,5514.0,6110.0,11229.0,7902.0
23080541,가정1동,37.52656252201416,126.66947700407816,2826054200,인천광역시,서구,가정1동,인천광역시 서구 가정1동,41263.0,1879.0,2487.0,1626.0,1287.0,981.0,1755.0,5523.0,11643.0,8461.0,5621.0
23080550,가정2동,37.52974416190237,126.68165615126932,2826054300,인천광역시,서구,가정2동,인천광역시 서구 가정2동,17092.0,976.0,1028.0,442.0,365.0,298.0,810.0,2723.0,4890.0,3693.0,1867.0
23080560,가정3동,37.518115428180685,126.68081072389474,2826054400,인천광역시,서구,가정3동,인천광역시 서구 가정3동,8333.0,122.0,151.0,130.0,183.0,170.0,420.0,1360.0,1398.0,2579.0,1820.0
23080580,석남1동,37.51010441265265,126.66839742335203,2826055000,인천광역시,서구,석남1동,인천광역시 서구 석남1동,19690.0,288.0,358.0,315.0,377.0,365.0,901.0,2763.0,3684.0,5821.0,4818.0
23080590,석남2동,37.50424269538388,126.65843238230688,2826056000,인천광역시,서구,석남2동,인천광역시 서구 석남2동,11679.0,209.0,202.0,170.0,240.0,237.0,524.0,1506.0,2018.0,3418.0,3155.0
23080600,석남3동,37.50642551485812,126.68254297068188,2826056100,인천광역시,서구,석남3동,인천광역시 서구 석남3동,12982.0,197.0,201.0,205.0,275.0,281.0,682.0,1977.0,2338.0,3818.0,3008.0
23080620,가좌1동,37.488191996663,126.66497530742888,2826058000,인천광역시,서구,가좌1동,인천광역시 서구 가좌1동,12291.0,297.0,247.0,178.0,199.0,213.0,564.0,2142.0,2277.0,3452.0,2722.0
23080630,가좌2동,37.49535004308226,126.68730959797668,2826059000,인천광역시,서구,가좌2동,인천광역시 서구 가좌2동,18007.0,386.0,419.0,372.0,481.0,484.0,1049.0,2440.0,3223.0,5115.0,4038.0
23080640,가좌3동,37.48839829296172,126.67760058979948,2826060000,인천광역시,서구,가좌3동,인천광역시 서구 가좌3동,14862.0,175.0,222.0,212.0,238.0,299.0,741.0,2139.0,2453.0,4284.0,4099.0
23080650,가좌4동,37.485736302633455,126.68901743360304,2826061000,인천광역시,서구,가좌4동,인천광역시 서구 가좌4동,12134.0,391.0,386.0,236.0,237.0,240.0,460.0,1686.0,2676.0,3126.0,2696.0
23080730,신현원창동,37.51084598681058,126.6326166437562,2826057500,인천광역시,서구,신현원창동,인천광역시 서구 신현원창동,28623.0,658.0,1024.0,790.0,885.0,777.0,1441.0,3554.0,6111.0,7689.0,5694.0
23080740,청라1동,37.528192512987445,126.6560501965446,2826053600,인천광역시,서구,청라1동,인천광역시 서구 청라1동,30511.0,1128.0,1565.0,1225.0,1355.0,1311.0,2043.0,4439.0,8476.0,6435.0,2534.0
23080780,청라2동,37.53361876916222,126.64091657979624,2826053700,인천광역시,서구,청라2동,인천광역시 서구 청라2동,47831.0,1468.0,2778.0,2235.0,2376.0,1977.0,2893.0,6023.0,12885.0,10515.0,4681.0
23080790,청라3동,37.535768247662304,126.6157062467618,2826053900,인천광역시,서구,청라3동,인천광역시 서구 청라3동,36498.0,1487.0,2282.0,1688.0,1649.0,1308.0,2170.0,5323.0,10589.0,7227.0,2775.0
23080800,검단동,37.61366093459712,126.64894886738098,2826068000,인천광역시,서구,검단동,인천광역시 서구 검단동,32148.0,768.0,956.0,769.0,894.0,944.0,1911.0,4783.0,7064.0,8763.0,5296.0
23080810,불로대곡동,37.61828459505684,126.6788780427794,2826069000,인천광역시,서구,불로대곡동,인천광역시 서구 불로대곡동,44880.0,2651.0,2584.0,1635.0,1601.0,1437.0,2436.0,5465.0,12488.0,9500.0,5083.0
23080840,오류왕길동,37.58035982244032,126.61416412026072,2826072000,인천광역시,서구,오류왕길동,인천광역시 서구 오류왕길동,25311.0,648.0,879.0,709.0,776.0,776.0,1445.0,3178.0,5538.0,6896.0,4466.0
23080850,당하동,37.58837978872802,126.67756224693812,2826071000,인천광역시,서구,당하동,인천광역시 서구 당하동,43035.0,1847.0,1839.0,1178.0,1212.0,1163.0,2304.0,6488.0,11179.0,9951.0,5874.0
23080860,마전동,37.59706590904443,126.67005142440163,2826073000,인천광역시,서구,마전동,인천광역시 서구 마전동,21118.0,437.0,688.0,679.0,777.0,865.0,1619.0,2813.0,4360.0,5769.0,3111.0
23080870,원당동,37.59244612366349,126.69416004937617,2826070000,인천광역시,서구,원당동,인천광역시 서구 원당동,22416.0,571.0,765.0,704.0,826.0,862.0,1629.0,2928.0,5296.0,5748.0,3087.0
23080880,아라동,37.59135764168218,126.71201815819484,2826075000,인천광역시,서구,아라1동,인천광역시 서구 아라1동,45695.0,3861.0,3512.0,1800.0,1466.0,1041.0,1697.0,6771.0,15992.0,6465.0,3090.0
23090520,숭의2동,37.46111843244651,126.64725258302744,2817751000,인천광역시,미추홀구,숭의2동,인천광역시 미추홀구 숭의2동,13397.0,328.0,351.0,271.0,305.0,295.0,584.0,1845.0,2707.0,3407.0,3304.0
23090540,숭의4동,37.46221340025813,126.65704117248065,2817753000,인천광역시,미추홀구,숭의4동,인천광역시 미추홀구 숭의4동,16542.0,434.0,556.0,384.0,402.0,379.0,797.0,2096.0,3570.0,3985.0,3939.0
23090560,용현2동,37.45648004718109,126.64330521611072,2817755000,인천광역시,미추홀구,용현2동,인천광역시 미추홀구 용현2동,22590.0,1094.0,1093.0,529.0,502.0,475.0,1047.0,3380.0,5667.0,4533.0,4270.0
23090570,용현3동,37.45591919935443,126.6528552239224,2817756000,인천광역시,미추홀구,용현3동,인천광역시 미추홀구 용현3동,6638.0,72.0,87.0,60.0,77.0,85.0,318.0,949.0,1051.0,1730.0,2209.0
23090590,용현5동,37.44958825130146,126.64027713305192,2817757000,인천광역시,미추홀구,용현5동,인천광역시 미추홀구 용현5동,44255.0,923.0,1432.0,1302.0,1464.0,1407.0,3098.0,5787.0,9344.0,11325.0,8173.0
23090600,학익1동,37.44091035162178,126.64960350883476,2817758000,인천광역시,미추홀구,학익1동,인천광역시 미추홀구 학익1동,41346.0,1486.0,1694.0,1128.0,1306.0,1305.0,2874.0,5426.0,9578.0,9910.0,6639.0
23090610,학익2동,37.44285651196304,126.67134390635734,2817759000,인천광역시,미추홀구,학익2동,인천광역시 미추홀구 학익2동,16767.0,246.0,317.0,325.0,397.0,427.0,942.0,2056.0,3020.0,4512.0,4525.0
23090620,도화1동,37.46177219502456,126.67030730367352,2817760000,인천광역시,미추홀구,도화1동,인천광역시 미추홀구 도화1동,20410.0,461.0,537.0,423.0,445.0,454.0,941.0,2960.0,4298.0,5111.0,4780.0
23090650,주안1동,37.46188877087788,126.68176442755298,2817762000,인천광역시,미추홀구,주안1동,인천광역시 미추홀구 주안1동,19657.0,370.0,416.0,279.0,270.0,253.0,1075.0,4485.0,4894.0,4558.0,3057.0
23090660,주안2동,37.45657305360085,126.67282025667896,2817763000,인천광역시,미추홀구,주안2동,인천광역시 미추홀구 주안2동,21451.0,672.0,628.0,405.0,416.0,440.0,930.0,2959.0,4766.0,5138.0,5097.0
23090670,주안3동,37.44801822918551,126.67105669299548,2817764000,인천광역시,미추홀구,주안3동,인천광역시 미추홀구 주안3동,12107.0,400.0,327.0,207.0,252.0,300.0,550.0,1705.0,2753.0,2794.0,2819.0
23090680,주안4동,37.45458467498363,126.68743760572389,2817765000,인천광역시,미추홀구,주안4동,인천광역시 미추홀구 주안4동,19802.0,744.0,616.0,374.0,389.0,403.0,868.0,2638.0,4479.0,4473.0,4818.0
23090690,주안5동,37.47003944583929,126.67936873592312,2817766000,인천광역시,미추홀구,주안5동,인천광역시 미추홀구 주안5동,18996.0,443.0,381.0,259.0,292.0,383.0,909.0,2989.0,3971.0,4764.0,4605.0
23090700,주안6동,37.46035161828585,126.690847152905,2817767000,인천광역시,미추홀구,주안6동,인천광역시 미추홀구 주안6동,20874.0,407.0,672.0,553.0,558.0,555.0,1066.0,2872.0,4725.0,4984.0,4482.0
23090710,주안7동,37.44649672083602,126.6777820912802,2817768000,인천광역시,미추홀구,주안7동,인천광역시 미추홀구 주안7동,12063.0,219.0,225.0,189.0,225.0,242.0,520.0,1464.0,2078.0,3268.0,3633.0
23090720,주안8동,37.44632615723869,126.68431679667424,2817769000,인천광역시,미추홀구,주안8동,인천광역시 미추홀구 주안8동,18541.0,222.0,373.0,351.0,471.0,478.0,977.0,2259.0,3330.0,5284.0,4796.0
23090730,관교동,37.442989934546425,126.69675874421984,2817770000,인천광역시,미추홀구,관교동,인천광역시 미추홀구 관교동,13791.0,180.0,276.0,330.0,382.0,340.0,733.0,1616.0,2596.0,3663.0,3675.0
23090740,문학동,37.43672481560736,126.68585142444272,2817771000,인천광역시,미추홀구,문학동,인천광역시 미추홀구 문학동,13798.0,194.0,249.0,269.0,304.0,350.0,769.0,1861.0,3236.0,4115.0,2451.0
23090750,숭의1·3동,37.46505664551849,126.64610519419192,2817752000,인천광역시,미추홀구,숭의1.3동,인천광역시 미추홀구 숭의1.3동,17419.0,607.0,531.0,354.0,355.0,346.0,864.0,2942.0,3896.0,4214.0,3310.0
23090760,용현1·4동,37.452299022437145,126.65960907289389,2817754000,인천광역시,미추홀구,용현1.4동,인천광역시 미추홀구 용현1.4동,16837.0,172.0,201.0,187.0,226.0,295.0,3079.0,2587.0,2155.0,3570.0,4365.0
23090770,도화2·3동,37.47473884971933,126.66295765777656,2817761000,인천광역시,미추홀구,도화2.3동,인천광역시 미추홀구 도화2.3동,29660.0,1020.0,1253.0,825.0,791.0,711.0,1432.0,3891.0,7511.0,6596.0,5630.0
23510110,강화읍,37.75886059743884,126.49854047754056,2871025000,인천광역시,강화군,강화읍,,,,,,,,,,,,
23510310,선원면,37.71363037880445,126.4873301004774,2871031000,인천광역시,강화군,선원면,,,,,,,,,,,,
23510320,불은면,37.681123115918375,126.48607336254372,2871032000,인천광역시,강화군,불은면,,,,,,,,,,,,
23510330,길상면,37.62640763274679,126.50135757359476,2871033000,인천광역시,강화군,길상면,,,,,,,,,,,,
23510340,화도면,37.61980952429681,126.42124306125284,2871034000,인천광역시,강화군,화도면,,,,,,,,,,,,
23510350,양도면,37.673570170934056,126.43965348520824,2871035000,인천광역시,강화군,양도면,,,,,,,,,,,,
23510360,내가면,37.71983459784407,126.39577377584304,2871036000,인천광역시,강화군,내가면,,,,,,,,,,,,
23510370,하점면,37.763735657364,126.39967032321132,2871037000,인천광역시,강화군,하점면,,,,,,,,,,,,
23510380,양사면,37.80299159353404,126.40797266977503,2871038000,인천광역시,강화군,양사면,,,,,,,,,,,,
23510390,송해면,37.77836421149549,126.46344385813438,2871039000,인천광역시,강화군,송해면,,,,,,,,,,,,
23510400,교동면,37.78445411665778,126.27181552522585,2871040000,인천광역시,강화군,교동면,인천광역시 강화군 교동면,2639.0,20.0,14.0,15.0,26.0,41.0,58.0,114.0,215.0,691.0,1445.0
23510410,삼산면,37.6977795301499,126.31433727541608,2871041000,인천광역시,강화군,삼산면,,,,,,,,,,,,
23510420,서도면,37.67193412124905,126.18155826777092,2871042000,인천광역시,강화군,서도면,,,,,,,,,,,,
23520310,북도면,37.52792374690597,126.45146178347495,2872031000,인천광역시,옹진군,북도면,,,,,,,,,,,,
23520320,연평면,37.66646303164862,125.69754829255145,2872038000,인천광역시,옹진군,연평면,,,,,,,,,,,,
23520330,백령면,37.94956309497428,124.67240867150151,2872033000,인천광역시,옹진군,백령면,,,,,,,,,,,,
23520340,대청면,37.824315296422455,124.69836013915614,2872034000,인천광역시,옹진군,대청면,,,,,,,,,,,,
23520350,덕적면,37.24174318285511,126.11533717037388,2872035000,인천광역시,옹진군,덕적면,,,,,,,,,,,,
23520360,자월면,37.25790229023812,126.30618578280313,2872037000,인천광역시,옹진군,자월면,,,,,,,,,,,,
23520370,영흥면,37.25615798161205,126.45918122326913,2872036000,인천광역시,옹진군,영흥면,,,,,,,,,,,,
24010510,충장동,35.15079830832924,126.91530788655652,2911052500,광주광역시,동구,충장동,광주광역시 동구 충장동,5947.0,61.0,27.0,26.0,34.0,41.0,607.0,2033.0,909.0,1036.0,1173.0
24010540,동명동,35.15063860368733,126.92614887397606,2911054500,광주광역시,동구,동명동,광주광역시 동구 동명동,3386.0,18.0,28.0,37.0,37.0,54.0,395.0,668.0,501.0,626.0,1022.0
24010560,계림1동,35.15934674205179,126.91722319412015,2911056000,광주광역시,동구,계림1동,광주광역시 동구 계림1동,9806.0,486.0,364.0,181.0,135.0,175.0,431.0,1483.0,2216.0,2168.0,2167.0
24010580,계림2동,35.15965467800493,126.92406680793565,2911057000,광주광역시,동구,계림2동,광주광역시 동구 계림2동,13195.0,680.0,898.0,462.0,368.0,291.0,618.0,1553.0,3468.0,2388.0,2469.0
24010590,산수1동,35.15656638969709,126.92848776309378,2911059000,광주광역시,동구,산수1동,광주광역시 동구 산수1동,7570.0,186.0,170.0,151.0,204.0,193.0,386.0,989.0,1416.0,1853.0,2022.0
24010610,산수2동,35.15691826934712,126.93894669067048,2911060000,광주광역시,동구,산수2동,광주광역시 동구 산수2동,9247.0,197.0,242.0,205.0,218.0,191.0,432.0,977.0,1598.0,2288.0,2899.0
24010620,지산1동,35.14903466182008,126.93171677141753,2911062000,광주광역시,동구,지산1동,광주광역시 동구 지산1동,3889.0,32.0,48.0,70.0,82.0,93.0,609.0,578.0,547.0,797.0,1033.0
24010630,지산2동,35.14877028345083,126.94379362486072,2911063000,광주광역시,동구,지산2동,광주광역시 동구 지산2동,4043.0,26.0,80.0,72.0,90.0,81.0,454.0,582.0,545.0,968.0,1145.0
24010640,서남동,35.14236334398332,126.93060881348003,2911065500,광주광역시,동구,서남동,광주광역시 동구 서남동,3438.0,7.0,27.0,37.0,30.0,35.0,694.0,904.0,440.0,561.0,703.0
24010680,학동,35.13625001438038,126.92620313159335,2911068500,광주광역시,동구,학동,광주광역시 동구 학동,6942.0,234.0,254.0,191.0,178.0,151.0,389.0,918.0,1354.0,1529.0,1744.0
24010710,학운동,35.12795781817516,126.96746213966888,2911071000,광주광역시,동구,학운동,광주광역시 동구 학운동,10426.0,98.0,240.0,214.0,250.0,247.0,536.0,989.0,1529.0,2486.0,3837.0
24010720,지원1동,35.12723573873706,126.93792298649664,2911073000,광주광역시,동구,지원1동,광주광역시 동구 지원1동,8822.0,258.0,279.0,206.0,236.0,234.0,468.0,1032.0,1729.0,2092.0,2288.0
24010730,지원2동,35.099347769728155,126.952837476493,2911074000,광주광역시,동구,지원2동,광주광역시 동구 지원2동,18083.0,731.0,811.0,541.0,435.0,364.0,767.0,2380.0,4290.0,4207.0,3557.0
24020510,양동,35.152575503349944,126.90114408818596,2914057500,광주광역시,서구,양동,광주광역시 서구 양동,2679.0,24.0,35.0,24.0,26.0,25.0,88.0,223.0,340.0,640.0,1254.0
24020530,양3동,35.157597317696414,126.8958778553446,2914059000,광주광역시,서구,양3동,광주광역시 서구 양3동,4009.0,68.0,130.0,98.0,123.0,90.0,151.0,393.0,758.0,930.0,1268.0
24020540,농성1동,35.156096973406925,126.88869307127014,2914065000,광주광역시,서구,농성1동,광주광역시 서구 농성1동,11365.0,293.0,236.0,164.0,169.0,172.0,628.0,1989.0,2175.0,2709.0,2830.0
24020550,농성2동,35.15032057033215,126.8876127788404,2914066000,광주광역시,서구,농성2동,광주광역시 서구 농성2동,4179.0,17.0,51.0,43.0,44.0,55.0,222.0,716.0,680.0,1089.0,1262.0
24020560,광천동,35.165092730534056,126.8818213542511,2914073000,광주광역시,서구,광천동,광주광역시 서구 광천동,4989.0,192.0,170.0,123.0,127.0,123.0,263.0,635.0,1149.0,1281.0,926.0
24020570,유덕동,35.163548905577215,126.85083343653602,2914074000,광주광역시,서구,유덕동,광주광역시 서구 유덕동,9900.0,214.0,282.0,264.0,316.0,326.0,620.0,1431.0,2079.0,2695.0,1673.0
24020580,상무1동,35.15625024016997,126.86254778611692,2914075100,광주광역시,서구,상무1동,광주광역시 서구 상무1동,24488.0,477.0,660.0,547.0,640.0,675.0,1921.0,4484.0,5100.0,6012.0,3972.0
24020590,상무2동,35.14578845955555,126.86126266758494,2914075200,광주광역시,서구,상무2동,광주광역시 서구 상무2동,21841.0,226.0,427.0,320.0,400.0,462.0,1448.0,3976.0,3669.0,5336.0,5577.0
24020600,화정1동,35.15564849598505,126.87677603238122,2914076000,광주광역시,서구,화정1동,광주광역시 서구 화정1동,15518.0,292.0,319.0,266.0,288.0,305.0,1004.0,3132.0,3118.0,3475.0,3319.0
24020610,화정2동,35.14516698244472,126.88230049149251,2914077000,광주광역시,서구,화정2동,광주광역시 서구 화정2동,19176.0,613.0,1049.0,847.0,872.0,746.0,951.0,1865.0,4892.0,3853.0,3488.0
24020620,화정3동,35.144490890171376,126.8759826981873,2914078000,광주광역시,서구,화정3동,광주광역시 서구 화정3동,8561.0,98.0,210.0,172.0,242.0,252.0,532.0,1010.0,1421.0,2200.0,2424.0
24020630,화정4동,35.14035803006038,126.86989989006209,2914079000,광주광역시,서구,화정4동,광주광역시 서구 화정4동,18859.0,562.0,861.0,615.0,548.0,523.0,1004.0,2304.0,3921.0,4302.0,4219.0
24020640,서창동,35.12017466430527,126.83939889715384,2914080000,광주광역시,서구,서창동,광주광역시 서구 서창동,6959.0,207.0,280.0,165.0,180.0,191.0,371.0,757.0,1286.0,2011.0,1511.0
24020660,치평동,35.151981278371395,126.84481399181088,2914074500,광주광역시,서구,치평동,광주광역시 서구 치평동,28939.0,565.0,858.0,710.0,785.0,814.0,2007.0,5269.0,5980.0,7424.0,4527.0
24020670,풍암동,35.12417651015559,126.87514389431853,2914083000,광주광역시,서구,풍암동,광주광역시 서구 풍암동,33137.0,595.0,1069.0,985.0,1162.0,1273.0,2562.0,4020.0,6667.0,9556.0,5248.0
24020680,금호1동,35.136195643618606,126.8542609335619,2914082100,광주광역시,서구,금호1동,광주광역시 서구 금호1동,20330.0,461.0,671.0,534.0,571.0,595.0,1234.0,2451.0,3670.0,5588.0,4555.0
24020690,금호2동,35.12709985356578,126.85414436133335,2914082400,광주광역시,서구,금호2동,광주광역시 서구 금호2동,25847.0,567.0,1028.0,829.0,953.0,1081.0,2112.0,3055.0,5199.0,7476.0,3547.0
24020700,동천동,35.17172036496702,126.86110973890524,2914084000,광주광역시,서구,동천동,광주광역시 서구 동천동,14954.0,278.0,566.0,565.0,717.0,660.0,1064.0,1470.0,3185.0,3915.0,2534.0
24030510,양림동,35.13868871145325,126.91479224584796,2915551000,광주광역시,남구,양림동,광주광역시 남구 양림동,6179.0,68.0,140.0,159.0,193.0,181.0,413.0,585.0,990.0,1519.0,1931.0
24030520,방림1동,35.13398537341182,126.91505888437096,2915552000,광주광역시,남구,방림1동,광주광역시 남구 방림1동,6160.0,161.0,237.0,159.0,209.0,199.0,335.0,680.0,1324.0,1367.0,1489.0
24030530,방림2동,35.13006644725101,126.92173513705364,2915553000,광주광역시,남구,방림2동,광주광역시 남구 방림2동,8980.0,189.0,264.0,231.0,222.0,247.0,453.0,990.0,1595.0,2201.0,2588.0
24030540,사직동,35.144265734809345,126.90888289275016,2915554500,광주광역시,남구,사직동,광주광역시 남구 사직동,4394.0,84.0,90.0,66.0,74.0,66.0,189.0,522.0,772.0,1080.0,1451.0
24030570,월산동,35.14583600454141,126.89997364360694,2915560500,광주광역시,남구,월산동,광주광역시 남구 월산동,10931.0,419.0,424.0,238.0,229.0,214.0,524.0,1444.0,2371.0,2446.0,2622.0
24030600,월산4동,35.14603847570189,126.8908898053588,2915563000,광주광역시,남구,월산4동,광주광역시 남구 월산4동,7535.0,58.0,107.0,112.0,145.0,139.0,336.0,1030.0,1328.0,1909.0,2371.0
24030610,월산5동,35.140533125553375,126.89387424479608,2915564000,광주광역시,남구,월산5동,광주광역시 남구 월산5동,5465.0,38.0,76.0,66.0,83.0,80.0,270.0,731.0,816.0,1459.0,1846.0
24030620,백운1동,35.13958955156207,126.90591456984372,2915567000,광주광역시,남구,백운1동,광주광역시 남구 백운1동,11203.0,180.0,350.0,288.0,364.0,334.0,603.0,1270.0,2065.0,2644.0,3105.0
24030630,백운2동,35.13689081149241,126.90044057315578,2915568000,광주광역시,남구,백운2동,광주광역시 남구 백운2동,6640.0,182.0,186.0,156.0,138.0,115.0,424.0,1102.0,1312.0,1494.0,1531.0
24030640,주월1동,35.12806068290871,126.895908221997,2915569000,광주광역시,남구,주월1동,광주광역시 남구 주월1동,20086.0,436.0,680.0,530.0,674.0,669.0,1275.0,2477.0,4001.0,5009.0,4335.0
24030650,주월2동,35.13612721253537,126.89184790635228,2915570000,광주광역시,남구,주월2동,광주광역시 남구 주월2동,6961.0,68.0,166.0,140.0,167.0,131.0,311.0,721.0,1179.0,1786.0,2292.0
24030670,송암동,35.106107000401494,126.87465639700034,2915572000,광주광역시,남구,송암동,광주광역시 남구 송암동,20604.0,952.0,1357.0,961.0,800.0,662.0,1041.0,2509.0,5639.0,3975.0,2708.0
24030680,봉선1동,35.130050203537806,126.90909161209252,2915553700,광주광역시,남구,봉선1동,광주광역시 남구 봉선1동,13485.0,212.0,415.0,408.0,474.0,423.0,815.0,1728.0,2648.0,3141.0,3221.0
24030690,봉선2동,35.12216919186604,126.91322425787848,2915553800,광주광역시,남구,봉선2동,광주광역시 남구 봉선2동,27419.0,492.0,1688.0,1606.0,1639.0,1413.0,1741.0,1983.0,6656.0,5848.0,4353.0
24030700,대촌동,35.07900223964787,126.83524483894377,2915573000,광주광역시,남구,대촌동,광주광역시 남구 대촌동,9015.0,370.0,347.0,212.0,226.0,185.0,333.0,949.0,1878.0,2089.0,2426.0
24030710,진월동,35.115570470503336,126.90207671485632,2915570500,광주광역시,남구,진월동,광주광역시 남구 진월동,27171.0,432.0,893.0,1039.0,1177.0,1170.0,2028.0,2924.0,5279.0,6653.0,5576.0
24030720,효덕동,35.09612218746622,126.90537454106683,2915571000,광주광역시,남구,효덕동,광주광역시 남구 효덕동,14787.0,278.0,578.0,477.0,524.0,493.0,868.0,1954.0,3174.0,3121.0,3320.0
24040510,중흥1동,35.16248167415867,126.91154008859291,2917051000,광주광역시,북구,중흥1동,광주광역시 북구 중흥1동,4194.0,69.0,70.0,45.0,34.0,48.0,167.0,994.0,836.0,881.0,1050.0
24040540,중앙동,35.1566516528224,126.90842909457102,2917055500,광주광역시,북구,중앙동,광주광역시 북구 중앙동,3463.0,119.0,101.0,60.0,33.0,50.0,186.0,646.0,747.0,802.0,719.0
24040550,임동,35.162720797208536,126.89416483118175,2917057000,광주광역시,북구,임동,광주광역시 북구 임동,14041.0,772.0,583.0,253.0,247.0,269.0,582.0,2404.0,3530.0,2798.0,2603.0
24040560,신안동,35.16831751145102,126.89883685184054,2917058000,광주광역시,북구,신안동,광주광역시 북구 신안동,11853.0,264.0,201.0,159.0,156.0,202.0,788.0,2172.0,2285.0,2836.0,2790.0
24040570,용봉동,35.17952942637501,126.90131986820556,2917059000,광주광역시,북구,용봉동,광주광역시 북구 용봉동,35846.0,669.0,1045.0,838.0,896.0,1039.0,3612.0,5479.0,6360.0,9112.0,6796.0
24040580,운암1동,35.1764079231192,126.87355070720628,2917060100,광주광역시,북구,운암1동,광주광역시 북구 운암1동,17955.0,382.0,728.0,641.0,683.0,677.0,1156.0,1831.0,3719.0,4294.0,3844.0
24040590,운암2동,35.176440176422574,126.8847371285056,2917060200,광주광역시,북구,운암2동,광주광역시 북구 운암2동,10522.0,128.0,205.0,177.0,253.0,250.0,545.0,1231.0,1764.0,2754.0,3215.0
24040600,운암3동,35.1843768602902,126.8748289806819,2917060300,광주광역시,북구,운암3동,광주광역시 북구 운암3동,13800.0,430.0,578.0,401.0,467.0,460.0,806.0,1614.0,2829.0,3371.0,2844.0
24040610,동림동,35.18272995839295,126.86248444910156,2917061500,광주광역시,북구,동림동,광주광역시 북구 동림동,21302.0,646.0,751.0,582.0,610.0,567.0,1142.0,2631.0,4806.0,5436.0,4131.0
24040620,우산동,35.17348373143079,126.92194804997908,2917062000,광주광역시,북구,우산동,광주광역시 북구 우산동,15354.0,505.0,689.0,440.0,446.0,357.0,705.0,1651.0,3385.0,3264.0,3912.0
24040630,풍향동,35.16512791149398,126.9253841966936,2917063500,광주광역시,북구,풍향동,광주광역시 북구 풍향동,4945.0,109.0,227.0,138.0,147.0,120.0,288.0,518.0,1084.0,1199.0,1115.0
24040640,문화동,35.18312294116362,126.93954113842604,2917065000,광주광역시,북구,문화동,광주광역시 북구 문화동,22381.0,870.0,879.0,494.0,534.0,511.0,1080.0,2873.0,4887.0,5286.0,4967.0
24040650,문흥1동,35.19149609446217,126.9281399744163,2917065600,광주광역시,북구,문흥1동,광주광역시 북구 문흥1동,14325.0,195.0,431.0,434.0,463.0,501.0,957.0,1662.0,2448.0,3963.0,3271.0
24040660,문흥2동,35.18112211170276,126.9164948020094,2917065700,광주광역시,북구,문흥2동,광주광역시 북구 문흥2동,13989.0,227.0,336.0,276.0,359.0,351.0,1007.0,2031.0,2455.0,3513.0,3434.0
24040670,두암1동,35.169460332235744,126.92811095027014,2917066100,광주광역시,북구,두암1동,광주광역시 북구 두암1동,6761.0,53.0,107.0,98.0,114.0,161.0,412.0,828.0,937.0,1853.0,2198.0
