ADM_CD,ADM_NM,lat,lng,행정동코드,시도,시군구,행정동명,행정동명_전체,총인구수,0_4세,5_9세,10_12세,13_15세,16_18세,19_24세,25_34세,35_49세,50_64세,65세이상
11010530,사직동,37.57385986582693,126.9704247584369,1111053000,서울특별시,종로구,사직동,서울특별시 종로구 사직동,8907.0,158.0,225.0,177.0,183.0,184.0,438.0,1430.0,2000.0,2124.0,1988.0
11010540,삼청동,37.58676436300738,126.9825017111334,1111054000,서울특별시,종로구,삼청동,서울특별시 종로구 삼청동,2099.0,30.0,36.0,42.0,42.0,52.0,89.0,277.0,422.0,497.0,612.0
11010550,부암동,37.596103341400735,126.96712450703598,1111055000,서울특별시,종로구,부암동,서울특별시 종로구 부암동,8904.0,128.0,201.0,193.0,222.0,230.0,539.0,1207.0,1851.0,2279.0,2054.0
11010560,평창동,37.61552071288381,126.9679251746256,1111056000,서울특별시,종로구,평창동,서울특별시 종로구 평창동,16974.0,360.0,500.0,428.0,448.0,490.0,926.0,1985.0,3325.0,4445.0,4067.0
11010570,무악동,37.57676664668495,126.95882087419407,1111057000,서울특별시,종로구,무악동,서울특별시 종로구 무악동,7657.0,184.0,289.0,222.0,281.0,262.0,472.0,779.0,1604.0,1945.0,1619.0
11010580,교남동,37.57165225956882,126.96338747193316,1111058000,서울특별시,종로구,교남동,서울특별시 종로구 교남동,9428.0,273.0,345.0,188.0,226.0,245.0,496.0,1315.0,2263.0,2270.0,1807.0
11010600,가회동,37.58374361798295,126.98637892743795,1111060000,서울특별시,종로구,가회동,서울특별시 종로구 가회동,3594.0,51.0,74.0,75.0,84.0,93.0,154.0,478.0,758.0,920.0,907.0
11010610,종로1·2·3·4가동,37.57776761262477,126.99308700581184,1111061500,서울특별시,종로구,종로1.2.3.4가동,서울특별시 종로구 종로1.2.3.4가동,6642.0,76.0,65.0,54.0,74.0,66.0,278.0,1251.0,1252.0,1656.0,1870.0
11010630,종로5·6가동,37.57314476504972,127.00370879072295,1111063000,서울특별시,종로구,종로5.6가동,서울특별시 종로구 종로5.6가동,5402.0,49.0,86.0,50.0,55.0,60.0,410.0,1442.0,924.0,1186.0,1140.0
11010640,이화동,37.58031855533152,127.0024868271282,1111064000,서울특별시,종로구,이화동,서울특별시 종로구 이화동,7028.0,64.0,80.0,76.0,91.0,108.0,540.0,1791.0,1278.0,1504.0,1496.0
11010670,창신1동,37.57324919461803,127.01351628980746,1111067000,서울특별시,종로구,창신1동,서울특별시 종로구 창신제1동,4392.0,56.0,35.0,38.0,43.0,46.0,196.0,699.0,692.0,1227.0,1360.0
11010680,창신2동,37.576021850453614,127.01000362269971,1111068000,서울특별시,종로구,창신2동,서울특별시 종로구 창신제2동,7154.0,60.0,80.0,52.0,76.0,99.0,305.0,1016.0,1088.0,2320.0,2058.0
11010690,창신3동,37.578851702474594,127.013199416147,1111069000,서울특별시,종로구,창신3동,서울특별시 종로구 창신제3동,6090.0,126.0,122.0,82.0,92.0,138.0,328.0,946.0,1115.0,1642.0,1499.0
11010700,숭인1동,37.57765674164136,127.016746077199,1111070000,서울특별시,종로구,숭인1동,서울특별시 종로구 숭인제1동,5679.0,75.0,89.0,83.0,93.0,105.0,270.0,858.0,1125.0,1569.0,1412.0
11010710,숭인2동,37.57505678538432,127.02119163023374,1111071000,서울특별시,종로구,숭인2동,서울특별시 종로구 숭인제2동,10277.0,123.0,87.0,69.0,90.0,93.0,750.0,3051.0,1874.0,2221.0,1919.0
11010720,청운효자동,37.58477824975763,126.96846275415392,1111051500,서울특별시,종로구,청운효자동,서울특별시 종로구 청운효자동,10814.0,200.0,288.0,239.0,326.0,318.0,613.0,1553.0,2400.0,2585.0,2292.0
11010730,혜화동,37.58679568427894,126.9997414588309,1111065000,서울특별시,종로구,혜화동,서울특별시 종로구 혜화동,15723.0,175.0,251.0,232.0,327.0,359.0,2367.0,3337.0,2596.0,3235.0,2844.0
11020520,소공동,37.56439252109082,126.97517368093092,1114052000,서울특별시,중구,소공동,서울특별시 중구 소공동,2179.0,58.0,79.0,56.0,42.0,39.0,84.0,334.0,766.0,426.0,295.0
11020540,회현동,37.557378618708896,126.97622829332286,1114054000,서울특별시,중구,회현동,서울특별시 중구 회현동,4076.0,73.0,53.0,62.0,50.0,67.0,161.0,516.0,709.0,1060.0,1325.0
11020550,명동,37.56257126942489,126.98610120693132,1114055000,서울특별시,중구,명동,서울특별시 중구 명동,2468.0,25.0,21.0,22.0,24.0,33.0,136.0,367.0,446.0,648.0,746.0
11020570,필동,37.556697474685855,126.99477155736176,1114057000,서울특별시,중구,필동,서울특별시 중구 필동,4313.0,72.0,48.0,64.0,46.0,41.0,414.0,892.0,941.0,823.0,972.0
11020580,장충동,37.555602580379926,127.00405466750075,1114058000,서울특별시,중구,장충동,서울특별시 중구 장충동,4554.0,41.0,51.0,55.0,52.0,98.0,771.0,989.0,711.0,820.0,966.0
11020590,광희동,37.565574391114566,127.00710339413214,1114059000,서울특별시,중구,광희동,서울특별시 중구 광희동,5705.0,68.0,45.0,40.0,43.0,56.0,385.0,1510.0,1192.0,1105.0,1261.0
11020600,을지로동,37.56624567242733,126.99680570917812,1114060500,서울특별시,중구,을지로동,서울특별시 중구 을지로동,3018.0,84.0,50.0,21.0,27.0,25.0,101.0,686.0,973.0,538.0,513.0
11020650,신당5동,37.56313823619086,127.02304504218336,1114065000,서울특별시,중구,신당5동,서울특별시 중구 신당제5동,9925.0,194.0,196.0,139.0,131.0,151.0,491.0,1917.0,2156.0,2404.0,2146.0
11020670,황학동,37.56862437909818,127.02065412461158,1114067000,서울특별시,중구,황학동,서울특별시 중구 황학동,13108.0,291.0,255.0,141.0,140.0,137.0,598.0,3404.0,3284.0,2479.0,2379.0
11020680,중림동,37.55684287748437,126.9663337275704,1114068000,서울특별시,중구,중림동,서울특별시 중구 중림동,11853.0,411.0,412.0,212.0,213.0,218.0,521.0,1831.0,3069.0,2645.0,2321.0
11020690,신당동,37.56518499854536,127.01342770193388,1114061500,서울특별시,중구,신당동,서울특별시 중구 신당동,7367.0,85.0,120.0,72.0,56.0,76.0,385.0,1648.0,1487.0,1708.0,1730.0
11020700,다산동,37.55485681797998,127.00816102667378,1114062500,서울특별시,중구,다산동,서울특별시 중구 다산동,12982.0,163.0,208.0,148.0,193.0,239.0,688.0,2457.0,2511.0,3150.0,3225.0
11020710,약수동,37.54968582287296,127.01008949618662,1114063500,서울특별시,중구,약수동,서울특별시 중구 약수동,15686.0,379.0,339.0,222.0,234.0,270.0,698.0,2136.0,3148.0,3849.0,4411.0
11020720,청구동,37.55663014259402,127.01475302306976,1114064500,서울특별시,중구,청구동,서울특별시 중구 청구동,10678.0,279.0,228.0,152.0,184.0,182.0,523.0,1720.0,2199.0,2487.0,2724.0
11020730,동화동,37.560704572216125,127.01745578660636,1114066500,서울특별시,중구,동화동,서울특별시 중구 동화동,9713.0,236.0,290.0,202.0,198.0,189.0,531.0,1221.0,1916.0,2563.0,2367.0
11030510,후암동,37.550414644132445,126.98155820970145,1117051000,서울특별시,용산구,후암동,서울특별시 용산구 후암동,15673.0,245.0,325.0,285.0,324.0,329.0,759.0,2974.0,3428.0,3671.0,3333.0
11030520,용산2가동,37.538805957377576,126.98364507131426,1117052000,서울특별시,용산구,용산2가동,서울특별시 용산구 용산2가동,8459.0,101.0,95.0,93.0,105.0,136.0,425.0,1771.0,1848.0,1731.0,2154.0
11030530,남영동,37.544724004350215,126.9749401496319,1117053000,서울특별시,용산구,남영동,서울특별시 용산구 남영동,6999.0,81.0,71.0,44.0,47.0,59.0,263.0,1393.0,1290.0,2066.0,1685.0
11030570,원효로2동,37.53408279986207,126.95300494885744,1117057000,서울특별시,용산구,원효로2동,서울특별시 용산구 원효로제2동,13347.0,324.0,343.0,254.0,274.0,266.0,751.0,2490.0,2869.0,3160.0,2616.0
11030580,효창동,37.54361854798026,126.95979735682252,1117058000,서울특별시,용산구,효창동,서울특별시 용산구 효창동,10403.0,309.0,313.0,188.0,195.0,201.0,603.0,1975.0,2512.0,2359.0,1748.0
11030590,용문동,37.53816077836613,126.95866874009764,1117059000,서울특별시,용산구,용문동,서울특별시 용산구 용문동,11046.0,284.0,256.0,153.0,178.0,196.0,534.0,2078.0,2338.0,2579.0,2450.0
11030630,이촌1동,37.51467821452101,126.97024054642276,1117063000,서울특별시,용산구,이촌1동,서울특별시 용산구 이촌제1동,24883.0,781.0,1239.0,837.0,804.0,701.0,1448.0,2555.0,5696.0,6073.0,4749.0
11030640,이촌2동,37.523126843237605,126.95527167341456,1117064000,서울특별시,용산구,이촌2동,서울특별시 용산구 이촌제2동,7719.0,245.0,159.0,103.0,117.0,155.0,350.0,1085.0,1810.0,1781.0,1914.0
11030650,이태원1동,37.53354934897632,126.99285574932117,1117065000,서울특별시,용산구,이태원1동,서울특별시 용산구 이태원제1동,5834.0,99.0,86.0,72.0,54.0,74.0,242.0,1140.0,1268.0,1343.0,1456.0
11030660,이태원2동,37.54153544932302,126.99282210965096,1117066000,서울특별시,용산구,이태원2동,서울특별시 용산구 이태원제2동,8346.0,138.0,146.0,118.0,114.0,137.0,422.0,1661.0,1973.0,1809.0,1828.0
11030690,서빙고동,37.51812568617071,126.99077888257357,1117069000,서울특별시,용산구,서빙고동,서울특별시 용산구 서빙고동,12154.0,239.0,374.0,324.0,444.0,423.0,835.0,1405.0,2747.0,2954.0,2409.0
11030700,보광동,37.52691225871572,127.00045034659055,1117070000,서울특별시,용산구,보광동,서울특별시 용산구 보광동,6379.0,69.0,73.0,62.0,109.0,108.0,266.0,1014.0,1249.0,1767.0,1662.0
11030710,청파동,37.54851413189676,126.96701616436084,1117055500,서울특별시,용산구,청파동,서울특별시 용산구 청파동,18656.0,218.0,206.0,186.0,243.0,303.0,1818.0,4443.0,3440.0,4187.0,3612.0
11030720,원효로1동,37.537682720182175,126.96727711262504,1117056000,서울특별시,용산구,원효로1동,서울특별시 용산구 원효로제1동,17014.0,519.0,471.0,280.0,268.0,275.0,898.0,4324.0,4436.0,3282.0,2261.0
11030730,한강로동,37.530823131885526,126.96747922133314,1117062500,서울특별시,용산구,한강로동,서울특별시 용산구 한강로동,20847.0,683.0,485.0,239.0,249.0,324.0,1024.0,4646.0,5070.0,4625.0,3502.0
11030740,한남동,37.53739761184731,127.00645541332209,1117068500,서울특별시,용산구,한남동,서울특별시 용산구 한남동,13735.0,388.0,421.0,270.0,261.0,246.0,617.0,2083.0,3577.0,3123.0,2749.0
11040520,왕십리2동,37.56136616422341,127.0281675888416,1120052000,서울특별시,성동구,왕십리2동,서울특별시 성동구 왕십리제2동,15684.0,498.0,419.0,315.0,278.0,310.0,828.0,2830.0,3597.0,3637.0,2972.0
11040540,마장동,37.56698172719176,127.04070933946691,1120054000,서울특별시,성동구,마장동,서울특별시 성동구 마장동,21506.0,423.0,442.0,302.0,375.0,427.0,1913.0,4432.0,3837.0,4823.0,4532.0
11040550,사근동,37.5586573030021,127.04537228798908,1120055000,서울특별시,성동구,사근동,서울특별시 성동구 사근동,11955.0,122.0,125.0,112.0,122.0,226.0,2793.0,3476.0,1545.0,1782.0,1652.0
11040560,행당1동,37.55978497842192,127.03524155355836,1120056000,서울특별시,성동구,행당1동,서울특별시 성동구 행당제1동,15618.0,482.0,475.0,295.0,307.0,336.0,1028.0,2868.0,3670.0,3457.0,2700.0
11040570,행당2동,37.5566455851893,127.0295299908135,1120057000,서울특별시,성동구,행당2동,서울특별시 성동구 행당제2동,22317.0,723.0,760.0,512.0,495.0,540.0,1246.0,2983.0,5155.0,5414.0,4489.0
11040580,응봉동,37.55056086162904,127.03349357299206,1120058000,서울특별시,성동구,응봉동,서울특별시 성동구 응봉동,14396.0,385.0,519.0,375.0,403.0,438.0,785.0,1845.0,3482.0,3462.0,2702.0
11040590,금호1가동,37.553015099349935,127.026500900772,1120059000,서울특별시,성동구,금호1가동,서울특별시 성동구 금호1가동,14280.0,465.0,481.0,313.0,284.0,300.0,660.0,1853.0,3598.0,3216.0,3110.0
11040620,금호4가동,37.54518817319877,127.02458968089005,1120062000,서울특별시,성동구,금호4가동,서울특별시 성동구 금호4가동,13803.0,507.0,533.0,305.0,254.0,253.0,528.0,1836.0,3663.0,3039.0,2885.0
11040650,성수1가1동,37.5401942981149,127.04227378641828,1120065000,서울특별시,성동구,성수1가1동,서울특별시 성동구 성수1가제1동,14865.0,396.0,345.0,193.0,223.0,263.0,761.0,2784.0,3264.0,3857.0,2779.0
11040660,성수1가2동,37.548935191429344,127.04378114056146,1120066000,서울특별시,성동구,성수1가2동,서울특별시 성동구 성수1가제2동,14100.0,445.0,338.0,207.0,211.0,279.0,748.0,2703.0,3485.0,3146.0,2538.0
11040670,성수2가1동,37.53589081232603,127.05537986369006,1120067000,서울특별시,성동구,성수2가1동,서울특별시 성동구 성수2가제1동,13601.0,252.0,217.0,167.0,178.0,224.0,631.0,2198.0,2775.0,3677.0,3282.0
11040680,성수2가3동,37.54551989812413,127.0579542979714,1120069000,서울특별시,성동구,성수2가3동,서울특별시 성동구 성수2가제3동,9424.0,175.0,157.0,116.0,132.0,155.0,529.0,1997.0,1964.0,2179.0,2020.0
11040690,송정동,37.55413025677629,127.0686146867562,1120072000,서울특별시,성동구,송정동,서울특별시 성동구 송정동,9074.0,136.0,158.0,118.0,119.0,138.0,500.0,1713.0,1852.0,2301.0,2039.0
11040700,용답동,37.561356272734855,127.0583353912498,1120079000,서울특별시,성동구,용답동,서울특별시 성동구 용답동,13072.0,189.0,151.0,121.0,145.0,161.0,862.0,3748.0,2476.0,2741.0,2478.0
11040710,왕십리도선동,37.56665926698025,127.02893574807786,1120053500,서울특별시,성동구,왕십리도선동,서울특별시 성동구 왕십리도선동,25490.0,800.0,983.0,531.0,478.0,454.0,1431.0,4580.0,5890.0,5813.0,4530.0
11040720,금호2·3가동,37.55277952588394,127.02018411004089,1120061500,서울특별시,성동구,금호2.3가동,서울특별시 성동구 금호2.3가동,20512.0,702.0,623.0,354.0,299.0,363.0,941.0,3085.0,5160.0,4729.0,4256.0
11040730,옥수동,37.54211891504103,127.01455002270204,1120064500,서울특별시,성동구,옥수동,서울특별시 성동구 옥수동,25157.0,1123.0,1043.0,563.0,471.0,465.0,1060.0,3304.0,6873.0,5416.0,4839.0
11050530,화양동,37.543444603867215,127.07210532182884,1121571000,서울특별시,광진구,화양동,서울특별시 광진구 화양동,22806.0,134.0,134.0,96.0,105.0,212.0,4574.0,8858.0,3490.0,2688.0,2515.0
11050540,군자동,37.55338047178079,127.07387950128606,1121573000,서울특별시,광진구,군자동,서울특별시 광진구 군자동,18460.0,215.0,297.0,217.0,266.0,274.0,1663.0,4595.0,3662.0,3690.0,3581.0
11050550,중곡1동,37.56189785064787,127.07759815273748,1121574000,서울특별시,광진구,중곡1동,서울특별시 광진구 중곡제1동,14843.0,214.0,218.0,180.0,191.0,193.0,725.0,3725.0,3079.0,3299.0,3019.0
11050560,중곡2동,37.55871830996352,127.0840410193822,1121575000,서울특별시,광진구,중곡2동,서울특별시 광진구 중곡제2동,19755.0,247.0,358.0,297.0,371.0,376.0,1024.0,4216.0,4013.0,4749.0,4104.0
11050570,중곡3동,37.56752110069172,127.08138812889734,1121576000,서울특별시,광진구,중곡3동,서울특별시 광진구 중곡제3동,15131.0,253.0,241.0,185.0,229.0,245.0,655.0,3088.0,2983.0,3731.0,3521.0
11050580,중곡4동,37.563164011597664,127.09430598528992,1121577000,서울특별시,광진구,중곡4동,서울특별시 광진구 중곡제4동,26857.0,385.0,413.0,370.0,434.0,534.0,1365.0,4655.0,4986.0,7194.0,6521.0
11050590,능동,37.55109835623887,127.08270214883642,1121578000,서울특별시,광진구,능동,서울특별시 광진구 능동,10752.0,177.0,168.0,135.0,134.0,158.0,680.0,2886.0,2495.0,2021.0,1898.0
11050600,구의1동,37.5409222951931,127.0866528529062,1121585000,서울특별시,광진구,구의1동,서울특별시 광진구 구의제1동,22830.0,313.0,361.0,287.0,355.0,384.0,1491.0,5961.0,4843.0,4941.0,3894.0
11050610,구의2동,37.55144350461427,127.09404678897396,1121586000,서울특별시,광진구,구의2동,서울특별시 광진구 구의제2동,24787.0,413.0,626.0,505.0,617.0,640.0,1420.0,3765.0,5163.0,6316.0,5322.0
11050620,구의3동,37.53628632233725,127.09554886298793,1121587000,서울특별시,광진구,구의3동,서울특별시 광진구 구의제3동,27531.0,634.0,792.0,627.0,721.0,755.0,1604.0,4703.0,6201.0,6418.0,5076.0
11050630,광장동,37.5477002467653,127.10479234185222,1121581000,서울특별시,광진구,광장동,서울특별시 광진구 광장동,32977.0,690.0,1666.0,1514.0,1630.0,1434.0,2141.0,3201.0,8256.0,7841.0,4604.0
11050640,자양1동,37.53641870910798,127.08015410405876,1121582000,서울특별시,광진구,자양1동,서울특별시 광진구 자양제1동,21537.0,263.0,315.0,297.0,380.0,415.0,1401.0,4877.0,4447.0,4910.0,4232.0
11050650,자양2동,37.53023381246379,127.08364182554595,1121583000,서울특별시,광진구,자양2동,서울특별시 광진구 자양제2동,26325.0,873.0,676.0,502.0,551.0,558.0,1410.0,4837.0,6054.0,5912.0,4952.0
11050660,자양3동,37.53167852311289,127.0711114884173,1121584000,서울특별시,광진구,자양3동,서울특별시 광진구 자양제3동,26638.0,755.0,936.0,696.0,649.0,693.0,1678.0,3789.0,5930.0,6302.0,5210.0
11050670,자양4동,37.53388262765168,127.06354184025604,1121584700,서울특별시,광진구,자양4동,서울특별시 광진구 자양제4동,19866.0,326.0,323.0,211.0,234.0,271.0,1123.0,4411.0,3891.0,4595.0,4481.0
11060710,회기동,37.59419280221695,127.05099442782608,1123071000,서울특별시,동대문구,회기동,서울특별시 동대문구 회기동,10187.0,124.0,146.0,137.0,187.0,190.0,2002.0,2550.0,1589.0,1663.0,1599.0
11060720,휘경1동,37.59141237226518,127.06179760927708,1123072000,서울특별시,동대문구,휘경1동,서울특별시 동대문구 휘경제1동,16715.0,591.0,373.0,220.0,261.0,305.0,2024.0,3818.0,3457.0,3061.0,2605.0
11060730,휘경2동,37.58676984925764,127.06371771593363,1123073000,서울특별시,동대문구,휘경2동,서울특별시 동대문구 휘경제2동,23531.0,379.0,434.0,410.0,482.0,599.0,3052.0,4592.0,4079.0,4851.0,4653.0
11060800,청량리동,37.5883116310138,127.04584406641756,1123070500,서울특별시,동대문구,청량리동,서울특별시 동대문구 청량리동,17849.0,222.0,262.0,210.0,249.0,264.0,837.0,2371.0,2880.0,4443.0,6111.0
11060810,용신동,37.57623250298741,127.0340928939846,1123053300,서울특별시,동대문구,용두동,서울특별시 동대문구 용두동,22647.0,425.0,505.0,294.0,304.0,342.0,1509.0,4587.0,4855.0,5095.0,4731.0
11060820,제기동,37.58471034974572,127.03713345733112,1123054500,서울특별시,동대문구,제기동,서울특별시 동대문구 제기동,22197.0,331.0,335.0,250.0,307.0,371.0,1989.0,4180.0,3664.0,4920.0,5850.0
11060830,전농1동,37.58040739214722,127.0506345128706,1123056000,서울특별시,동대문구,전농1동,서울특별시 동대문구 전농제1동,32249.0,802.0,951.0,653.0,584.0,633.0,2361.0,5147.0,6716.0,7693.0,6709.0
11060840,전농2동,37.58070902533295,127.06194633134584,1123057000,서울특별시,동대문구,전농2동,서울특별시 동대문구 전농제2동,17261.0,421.0,437.0,386.0,416.0,435.0,963.0,2106.0,3389.0,4437.0,4271.0
11060860,답십리2동,37.56979839722612,127.06076525740994,1123061000,서울특별시,동대문구,답십리2동,서울특별시 동대문구 답십리제2동,27265.0,750.0,738.0,435.0,465.0,505.0,1318.0,4034.0,5808.0,6617.0,6595.0
11060870,장안1동,37.56633887581441,127.06865317423971,1123065000,서울특별시,동대문구,장안1동,서울특별시 동대문구 장안제1동,37017.0,766.0,937.0,709.0,761.0,767.0,1888.0,6200.0,8435.0,8513.0,8041.0
11060880,장안2동,37.57497844085853,127.07214150757576,1123066000,서울특별시,동대문구,장안2동,서울특별시 동대문구 장안제2동,32802.0,899.0,1365.0,844.0,896.0,855.0,1678.0,4547.0,8037.0,7257.0,6424.0
11060890,이문1동,37.59739405154751,127.06165934528993,1123074000,서울특별시,동대문구,이문1동,서울특별시 동대문구 이문제1동,29193.0,1175.0,844.0,557.0,502.0,587.0,4203.0,5561.0,6369.0,5366.0,4029.0
11060900,이문2동,37.60345355335569,127.06651472024144,1123075000,서울특별시,동대문구,이문2동,서울특별시 동대문구 이문제2동,17951.0,382.0,473.0,318.0,431.0,430.0,1293.0,2465.0,3373.0,4459.0,4327.0
11060910,답십리1동,37.570932666217374,127.0519624686429,1123060000,서울특별시,동대문구,답십리1동,서울특별시 동대문구 답십리제1동,27207.0,938.0,995.0,670.0,568.0,524.0,1481.0,4769.0,6825.0,5636.0,4801.0
11070520,면목2동,37.58900657232755,127.07775686837668,1126052000,서울특별시,중랑구,면목2동,서울특별시 중랑구 면목제2동,22929.0,368.0,422.0,346.0,388.0,401.0,1027.0,3496.0,4472.0,6295.0,5714.0
11070540,면목4동,37.57355002453909,127.08529833793808,1126054000,서울특별시,중랑구,면목4동,서울특별시 중랑구 면목제4동,17493.0,303.0,379.0,289.0,320.0,296.0,847.0,2552.0,3505.0,4549.0,4453.0
11070550,면목5동,37.58191525672795,127.0791021043193,1126055000,서울특별시,중랑구,면목5동,서울특별시 중랑구 면목제5동,13962.0,447.0,535.0,335.0,277.0,238.0,638.0,1842.0,3397.0,3415.0,2838.0
11070570,면목7동,37.575865920755646,127.09582452050202,1126057000,서울특별시,중랑구,면목7동,서울특별시 중랑구 면목제7동,20542.0,419.0,432.0,272.0,288.0,344.0,917.0,3244.0,4150.0,5196.0,5280.0
11070590,상봉1동,37.60216982396658,127.09056861962372,1126058000,서울특별시,중랑구,상봉1동,서울특별시 중랑구 상봉제1동,22813.0,604.0,674.0,477.0,505.0,499.0,1226.0,3541.0,4671.0,5672.0,4944.0
11070600,상봉2동,37.5945927823028,127.08592091982663,1126059000,서울특별시,중랑구,상봉2동,서울특별시 중랑구 상봉제2동,21554.0,395.0,254.0,169.0,182.0,221.0,1288.0,6618.0,4429.0,4313.0,3685.0
11070610,중화1동,37.60216982396658,127.08282998449116,1126060000,서울특별시,중랑구,중화1동,서울특별시 중랑구 중화제1동,17818.0,335.0,376.0,286.0,317.0,348.0,840.0,2900.0,3641.0,4326.0,4449.0
11070620,중화2동,37.60008636119353,127.07606141766468,1126061000,서울특별시,중랑구,중화2동,서울특별시 중랑구 중화제2동,25604.0,543.0,452.0,294.0,302.0,325.0,1170.0,4408.0,5103.0,6703.0,6304.0
11070640,묵1동,37.61286804270827,127.08132483112118,1126062000,서울특별시,중랑구,묵1동,서울특별시 중랑구 묵제1동,32914.0,570.0,861.0,749.0,892.0,860.0,2182.0,4925.0,6725.0,7954.0,7196.0
11070650,묵2동,37.611025907782505,127.07454012627298,1126063000,서울특별시,중랑구,묵2동,서울특별시 중랑구 묵제2동,17572.0,300.0,344.0,238.0,270.0,312.0,944.0,2882.0,3423.0,4505.0,4354.0
11070680,망우3동,37.59156249201223,127.10283458406386,1126066000,서울특별시,중랑구,망우3동,서울특별시 중랑구 망우제3동,15180.0,208.0,240.0,199.0,219.0,258.0,755.0,2136.0,2619.0,4378.0,4168.0
11070690,신내1동,37.61024931722579,127.09846717843092,1126068000,서울특별시,중랑구,신내1동,서울특별시 중랑구 신내1동,36571.0,818.0,1054.0,944.0,1188.0,1153.0,1987.0,4498.0,7246.0,9034.0,8649.0
11070700,신내2동,37.60931720725877,127.0913023310615,1126069000,서울특별시,중랑구,신내2동,서울특별시 중랑구 신내2동,18931.0,427.0,445.0,359.0,379.0,408.0,930.0,2490.0,3867.0,4647.0,4979.0
11070710,면목본동,37.58892405139844,127.08922606724911,1126056500,서울특별시,중랑구,면목본동,서울특별시 중랑구 면목본동,31611.0,443.0,459.0,416.0,433.0,441.0,1576.0,5917.0,6162.0,8331.0,7433.0
11070720,면목3·8동,37.584747119819525,127.1018650139346,1126057500,서울특별시,중랑구,면목제3.8동,서울특별시 중랑구 면목제3.8동,23421.0,376.0,372.0,266.0,312.0,378.0,1224.0,3833.0,4314.0,6216.0,6130.0
11070730,망우본동,37.60278405432243,127.10877677627975,1126065500,서울특별시,중랑구,망우본동,서울특별시 중랑구 망우본동,37969.0,1247.0,1288.0,742.0,672.0,665.0,1710.0,5955.0,8584.0,8723.0,8383.0
11080580,돈암1동,37.59932789983314,127.02331770670516,1129058000,서울특별시,성북구,돈암1동,서울특별시 성북구 돈암제1동,13722.0,284.0,308.0,237.0,300.0,316.0,858.0,1859.0,2565.0,3596.0,3399.0
11080590,돈암2동,37.59635963637885,127.01012700848756,1129059000,서울특별시,성북구,돈암2동,서울특별시 성북구 돈암제2동,22917.0,603.0,870.0,701.0,735.0,782.0,1434.0,2659.0,4969.0,5933.0,4231.0
11080600,안암동,37.587759989565846,127.02707125449686,1129060000,서울특별시,성북구,안암동,서울특별시 성북구 안암동,15539.0,152.0,181.0,149.0,162.0,251.0,3238.0,4220.0,2145.0,2706.0,2335.0
11080610,보문동,37.58308997052325,127.01827376909064,1129061000,서울특별시,성북구,보문동,서울특별시 성북구 보문동,15733.0,387.0,421.0,265.0,267.0,306.0,1074.0,2881.0,3458.0,3739.0,2935.0
11080620,정릉1동,37.60602476424685,127.01604696075904,1129062000,서울특별시,성북구,정릉1동,서울특별시 성북구 정릉제1동,17534.0,444.0,603.0,446.0,486.0,510.0,1264.0,2121.0,3840.0,4148.0,3672.0
11080630,정릉2동,37.60438072581584,127.00997544767051,1129063000,서울특별시,성북구,정릉2동,서울특별시 성북구 정릉제2동,21574.0,445.0,570.0,381.0,420.0,482.0,1421.0,2994.0,4221.0,5422.0,5218.0
11080640,정릉3동,37.61487090279827,126.9957782168033,1129064000,서울특별시,성북구,정릉3동,서울특별시 성북구 정릉제3동,13783.0,177.0,158.0,156.0,202.0,265.0,2176.0,2410.0,1957.0,2901.0,3381.0
11080650,정릉4동,37.62215838575403,126.99786473214807,1129065000,서울특별시,성북구,정릉4동,서울특별시 성북구 정릉제4동,23527.0,452.0,540.0,415.0,553.0,574.0,1687.0,2902.0,4525.0,6131.0,5748.0
11080660,길음1동,37.60849135759476,127.01992485835262,1129066000,서울특별시,성북구,길음1동,서울특별시 성북구 길음제1동,35420.0,986.0,1646.0,1554.0,1700.0,1462.0,2343.0,3185.0,8993.0,8176.0,5375.0
11080680,길음2동,37.60817466737117,127.02697656871575,1129068500,서울특별시,성북구,길음2동,서울특별시 성북구 길음제2동,21337.0,710.0,1054.0,666.0,608.0,637.0,1376.0,2601.0,5143.0,5028.0,3514.0
11080710,월곡1동,37.60757742283336,127.03638923926576,1129071500,서울특별시,성북구,월곡1동,서울특별시 성북구 월곡제1동,24556.0,606.0,758.0,585.0,706.0,737.0,1462.0,2825.0,5278.0,5997.0,5602.0
11080720,월곡2동,37.60355444622787,127.04487308557816,1129072500,서울특별시,성북구,월곡2동,서울특별시 성북구 월곡제2동,18396.0,313.0,359.0,285.0,348.0,403.0,1684.0,3254.0,3397.0,4154.0,4199.0
11080760,장위1동,37.61564321576873,127.0441466827174,1129076000,서울특별시,성북구,장위1동,서울특별시 성북구 장위제1동,22663.0,487.0,713.0,491.0,527.0,490.0,1255.0,3298.0,4606.0,5893.0,4903.0
11080770,장위2동,37.6126363306591,127.05339818357098,1129077000,서울특별시,성북구,장위2동,서울특별시 성북구 장위제2동,15663.0,392.0,309.0,213.0,259.0,291.0,802.0,2645.0,3149.0,3799.0,3804.0
11080780,장위3동,37.61830053460644,127.05401296533012,1129078000,서울특별시,성북구,장위3동,서울특별시 성북구 장위제3동,18654.0,755.0,886.0,544.0,427.0,406.0,1208.0,2420.0,4617.0,4320.0,3071.0
